,t,x,y
0,0.0,0.46405952905574444,0.21876582602455608
1,0.1,0.6398549765299947,0.2397231914179751
2,0.2,1.0006788166834035,0.22058183904640935
3,0.30000000000000004,1.0774079407314014,0.19270752371466973
4,0.4,1.1553908987546162,0.1575614040914397
5,0.5,1.119948953872778,0.1595386857985576
6,0.6000000000000001,1.1508857783620152,0.16027398525542386
7,0.7000000000000001,1.2548796354019591,0.15105895584312817
8,0.8,1.2857688087991408,0.1368332185957868
9,0.9,1.1310786221770839,0.10353363701241108
10,1.0,1.141734724156798,0.11065152195000934
11,1.1,1.2977149459135702,0.11111347750898318
12,1.2000000000000002,1.1458415861345947,0.08245551664793387
13,1.3,1.2416723248677075,0.07179356182818533
14,1.4000000000000001,1.166641892156164,0.07291934240627061
15,1.5,1.0969521068403647,0.03765503241040035
16,1.6,1.0357829482433607,0.03714483270134887
17,1.7000000000000002,1.125621602330348,0.027633654223301718
18,1.8,1.0212223150351978,0.03001634256792113
19,1.9000000000000001,1.1230130082147758,0.024057348157690436
20,2.0,0.9355019124019873,0.003553605069001218
21,2.1,1.2170813594467285,-0.002241739852039528
22,2.2,0.9261134228404988,-0.005073692593437644
23,2.3000000000000003,0.934644818415195,-0.017154388120100065
24,2.4000000000000004,1.0221608451923967,-0.04404134919016602
25,2.5,1.0031544906639933,-0.03770618504543573
26,2.6,0.96325064700678,-0.04313562030648107
27,2.7,0.8990876100773497,-0.07518526909472141
28,2.8000000000000003,0.7259098734932303,-0.08011216376704271
29,2.9000000000000004,0.875095578451293,-0.06898990190015417
30,3.0,0.7675846806800347,-0.07419759678829256
31,3.1,0.745970470576596,-0.1007277724776974
32,3.2,0.9270183429363766,-0.11252591571576247
33,3.3000000000000003,0.674487298780454,-0.11033741530927013
34,3.4000000000000004,0.7266399094726368,-0.11552840382127282
35,3.5,0.7089433493453998,-0.12465436517427683
36,3.6,0.7290621588419337,-0.1280322750200273
37,3.7,0.5908788477843868,-0.152002630836283
38,3.8000000000000003,0.6386969694686833,-0.14673001467824048
39,3.9000000000000004,0.648187402754668,-0.1560608479817343
40,4.0,0.5545452212262737,-0.15883122193194038
41,4.1000000000000005,0.3363638995952525,-0.1892458021396013
42,4.2,0.5526714722267996,-0.17236274498475673
43,4.3,0.5643541898483836,-0.1758032832000996
44,4.4,0.4021601647313926,-0.22239127336004927
45,4.5,0.46333860023543894,-0.19849578621237032
46,4.6000000000000005,0.07321650325464751,-0.2064011342434292
47,4.7,0.1219376210385543,-0.2127290302497404
48,4.800000000000001,-0.39576542944174414,-0.18847188861967437
49,4.9,-0.4671763155882842,-0.18056097771894508
50,5.0,-0.9502954676830451,-0.17710015489438413
51,5.1000000000000005,-1.118050305026331,-0.17380701930410053
52,5.2,-1.0956977945403426,-0.15412752630758286
53,5.300000000000001,-1.124120375130711,-0.1461498891643538
54,5.4,-1.135670909648073,-0.11907342376102817
55,5.5,-1.3386627134969713,-0.14999264348227834
56,5.6000000000000005,-1.1611836957541368,-0.11316678632090581
57,5.7,-1.2598412140894495,-0.10263717909307304
58,5.800000000000001,-1.1615067568501947,-0.11077468834323292
59,5.9,-1.1798888602020718,-0.07135944383537107
60,6.0,-1.1968206124396186,-0.05578179812278333
61,6.1000000000000005,-1.0842229103469214,-0.05761192217609017
62,6.2,-1.1145531580384282,-0.05326331467985402
63,6.300000000000001,-1.1977378620273564,-0.05497484920857761
64,6.4,-0.9367943392417473,-0.04785762153840499
65,6.5,-1.0324954459705675,-0.004591919884992123
66,6.6000000000000005,-1.186357241105905,0.0012399572991908057
67,6.7,-0.9678505409501987,-0.008553391538485538
68,6.800000000000001,-0.9845996793074502,0.009135850283331706
69,6.9,-0.9553724140441185,0.00376876676269762
70,7.0,-0.97974505448627,0.012879945615236275
71,7.1000000000000005,-0.8841785100526169,0.02280322056429031
72,7.2,-1.0156798039632453,0.03571462831081232
73,7.300000000000001,-0.8900330061604621,0.07783598116991262
74,7.4,-1.006805054881838,0.03844662220383826
75,7.5,-1.0324899597624269,0.08049698289408501
76,7.6000000000000005,-0.90483284616913,0.08499235878354984
77,7.7,-0.864860926111977,0.09606273367076372
78,7.800000000000001,-0.8647038997068964,0.11208259926034032
79,7.9,-0.9271447645918729,0.11666728132614822
80,8.0,-0.6991848523444649,0.13762170764465334
81,8.1,-0.8872127757800259,0.13665138231403803
82,8.200000000000001,-0.5567948596175949,0.13503686301256293
83,8.3,-0.6747352097337403,0.14188364292987507
84,8.4,-0.6697686103805801,0.17468109366290172
85,8.5,-0.5546835664934808,0.1509054361041069
86,8.6,-0.6333862453932847,0.18043829950592216
87,8.700000000000001,-0.47099472769351214,0.16742674635614355
88,8.8,-0.5282953014915589,0.16628779267925567
89,8.9,-0.4507256035454916,0.18384418557863452
90,9.0,-0.36461087926306035,0.1813545027929312
91,9.1,-0.21883586499807142,0.22575451618902803
92,9.200000000000001,-0.24122099220184148,0.19207130660144967
93,9.3,-0.1383909978598392,0.18234251965288154
94,9.4,0.15195689081426003,0.207439388507785
95,9.5,0.41796939829783253,0.19958512379471657
96,9.600000000000001,0.537537344664387,0.20086830425987176
97,9.700000000000001,0.8263407750066846,0.1792256307244939
98,9.8,1.1354361314650347,0.1646929758391121
