,t,x,y
0,0.0,-1.4042975650615845,-1.4280958889861173
1,0.01,-1.4031085286400657,-1.4268512456695426
2,0.02,-1.4056183344523459,-1.430336425647605
3,0.03,-1.4069449311134103,-1.4259753142416773
4,0.04,-1.40236558017117,-1.433172189236807
5,0.05,-1.4049068051790128,-1.43284339940637
6,0.06,-1.403549559838714,-1.434363892785982
7,0.07,-1.4009804327506477,-1.4339376441101905
8,0.08,-1.4059227734103334,-1.4356088451580267
9,0.09,-1.3998345795974387,-1.4371657456423224
10,0.1,-1.4038160372301483,-1.4389720715975682
11,0.11,-1.3967374694741914,-1.4382377213010256
12,0.12,-1.4052005284470324,-1.4401212177658136
13,0.13,-1.4143264416514423,-1.4423241696557692
14,0.14,-1.4126587444852656,-1.4394840296782045
15,0.15,-1.4070733379267109,-1.4442514785120113
16,0.16,-1.4063868744076842,-1.447467582769275
17,0.17,-1.4083687434227998,-1.444086331945386
18,0.18,-1.4042405064698773,-1.4473034325414158
19,0.19,-1.4046699885071596,-1.4483360328945036
20,0.2,-1.4066020935235655,-1.4498931860146282
21,0.21,-1.4035399454312085,-1.448444724926569
22,0.22,-1.4023888554410315,-1.452724404701056
23,0.23,-1.4032964450148513,-1.4516427600319692
24,0.24,-1.4088798162917808,-1.4522267231628692
25,0.25,-1.4136083644879338,-1.4541167966830075
26,0.26,-1.4106543865886871,-1.4549216084664534
27,0.27,-1.4078074352326297,-1.4562228023197674
28,0.28,-1.4062299510459002,-1.457387255866196
29,0.29,-1.3991322277391118,-1.4581653157397743
30,0.3,-1.4082447728849037,-1.46033654442659
31,0.31,-1.410824851859257,-1.4615264177033902
32,0.32,-1.4051184925331097,-1.4598860883758409
33,0.33,-1.4114443411197246,-1.462765804656692
34,0.34,-1.4107233325938335,-1.4655084415539401
35,0.35000000000000003,-1.4047323687523074,-1.4668633021090058
36,0.36,-1.408695424221167,-1.4648882998656139
37,0.37,-1.407555702863333,-1.468932000534274
38,0.38,-1.4028972473706136,-1.4671222706382032
39,0.39,-1.4095404118238648,-1.4700428275549016
40,0.4,-1.4071505782505718,-1.4689094647852257
41,0.41000000000000003,-1.408401826372018,-1.4713795477465172
42,0.42,-1.4072771476631332,-1.4729369786076276
43,0.43,-1.4102441624372457,-1.4733845091460467
44,0.44,-1.4070112177237795,-1.4719105565046884
45,0.45,-1.4106231386771246,-1.4740659424378995
46,0.46,-1.4084754811214668,-1.4780325004704833
47,0.47000000000000003,-1.40297394447047,-1.4770593849589844
48,0.48,-1.4066394194478407,-1.4792674207338774
49,0.49,-1.411322246854616,-1.4802700066781285
50,0.5,-1.4160991991819702,-1.478456866411791
51,0.51,-1.4098390225318818,-1.4828441367318002
52,0.52,-1.4100526024912456,-1.4845937949818393
53,0.53,-1.408838703243791,-1.4824582925351826
54,0.54,-1.415606648978228,-1.483553626582057
55,0.55,-1.4137088733819028,-1.4872449958699097
