,t,x,y
0,0.0,-1.4011480460730723,-1.425750422045065
1,0.01,-1.4060097425150944,-1.4260906684343593
2,0.02,-1.398324204350075,-1.428418212392063
3,0.03,-1.4002188084611935,-1.4295294674365677
4,0.04,-1.401688302986213,-1.431178248386346
5,0.05,-1.4044153055046158,-1.4322610152250204
6,0.06,-1.39535496947269,-1.4316621834388856
7,0.07,-1.40696920760417,-1.4344425742536624
8,0.08,-1.4049685359218984,-1.4332953191157707
9,0.09,-1.4093011756595237,-1.4377413360784252
10,0.1,-1.4103552268133766,-1.4366188344790676
11,0.11,-1.4000602556019872,-1.4387167111497559
12,0.12,-1.4048132961693838,-1.4392654948527264
13,0.13,-1.4014948109430343,-1.4425396969611286
14,0.14,-1.4036625967724963,-1.4429627587069085
15,0.15,-1.4051962854229876,-1.4408322410414236
16,0.16,-1.4037494874953313,-1.444228229033508
17,0.17,-1.4014241142454489,-1.4450968878986457
18,0.18,-1.4062902038398135,-1.44833088265387
19,0.19,-1.4041049915096417,-1.4454243131306235
20,0.2,-1.410486906584934,-1.4482832454082746
21,0.21,-1.407790078269198,-1.449751517195993
22,0.22,-1.4102365781971329,-1.4514960833306487
23,0.23,-1.4052633523603195,-1.4518165458389143
24,0.24,-1.406269936719824,-1.4559498682640715
25,0.25,-1.405013916049518,-1.4524217222651592
26,0.26,-1.4078393419318218,-1.4553356046690853
27,0.27,-1.4035652204789215,-1.4564132804506564
28,0.28,-1.4033530925787783,-1.458770950669801
29,0.29,-1.41257188812022,-1.4575679743474006
30,0.3,-1.3985621621860336,-1.45882040589997
31,0.31,-1.4009008822962519,-1.4597258345008226
32,0.32,-1.4074329932468674,-1.4591134280706428
33,0.33,-1.4094221581677875,-1.460135976494531
34,0.34,-1.405216000177463,-1.4633419972441462
35,0.35000000000000003,-1.4136312599409706,-1.466038006130024
36,0.36,-1.4073380428289333,-1.4667345731945485
37,0.37,-1.410012767649608,-1.470186254594516
38,0.38,-1.4106517502966491,-1.4687565820331576
39,0.39,-1.4062753651765723,-1.4694056789729257
40,0.4,-1.4071640824567153,-1.4723842944119048
41,0.41000000000000003,-1.4133775706291052,-1.4718053478541098
42,0.42,-1.4120074486828023,-1.4699599847592046
43,0.43,-1.4121551054650612,-1.4753079805957894
44,0.44,-1.41435486876324,-1.47589916939766
45,0.45,-1.4136614498441504,-1.4765159319115415
46,0.46,-1.4071615190237787,-1.4747894769583496
47,0.47000000000000003,-1.4085275411730664,-1.4758109860287625
48,0.48,-1.4193456635056283,-1.4782464893276526
49,0.49,-1.4180671507417488,-1.4795080675199779
50,0.5,-1.410503816640248,-1.4791487321031507
51,0.51,-1.4109090819781527,-1.482836804122748
52,0.52,-1.4065566773875589,-1.4849453296148014
53,0.53,-1.4071157358217945,-1.4858667504137582
54,0.54,-1.4148938671760003,-1.4868454893348826
55,0.55,-1.412235915349908,-1.4865964526531539
56,0.56,-1.4078942692479954,-1.4866448044504637
57,0.5700000000000001,-1.4093241281590985,-1.490045297602694
58,0.58,-1.4161535963341345,-1.4841432337120752
59,0.59,-1.415485726141788,-1.4918571399738316
60,0.6,-1.4176017496223805,-1.4894220048701172
61,0.61,-1.411622940826254,-1.493923564154639
62,0.62,-1.416802547531652,-1.492220639885296
63,0.63,-1.4145959257544105,-1.4964059067232227
64,0.64,-1.4088177097661234,-1.4937091236885758
65,0.65,-1.4128966961545921,-1.4939638096793
66,0.66,-1.4121307484490857,-1.4989847724729186
67,0.67,-1.4102889747178524,-1.500307010783988
68,0.68,-1.4153278524374135,-1.5004081366661284
69,0.6900000000000001,-1.4094931954520635,-1.50275221571485
70,0.7000000000000001,-1.4135232480965014,-1.503018592465546
71,0.71,-1.4159921225858627,-1.5018812184409993
72,0.72,-1.412824221600899,-1.5021489856394918
73,0.73,-1.4147994767084746,-1.5057814454192333
74,0.74,-1.4187048550228105,-1.5060266387356998
75,0.75,-1.4161264305603731,-1.5055703940584202
76,0.76,-1.4143249775016242,-1.5096004352733656
77,0.77,-1.4050628017776396,-1.5087072634262222
78,0.78,-1.4093140785165794,-1.5082195846295094
79,0.79,-1.4112716693843506,-1.51203514244031
80,0.8,-1.4075607015388598,-1.5116122968127153
81,0.81,-1.4098777595250338,-1.5147675322025798
82,0.8200000000000001,-1.4120188925268709,-1.5154702738926051
83,0.8300000000000001,-1.41890662312804,-1.5138155867794447
84,0.84,-1.412588043326482,-1.5177894075682752
85,0.85,-1.418415841030028,-1.5196101911254998
86,0.86,-1.4136190502939332,-1.5188582734856022
87,0.87,-1.41052112627251,-1.51733583888449
88,0.88,-1.4215740438193354,-1.519459755675011
89,0.89,-1.4118768844879206,-1.5213844258922071
90,0.9,-1.4127092115252788,-1.5198447542221722
91,0.91,-1.4145889346451772,-1.5233855470265243
92,0.92,-1.4151611774095045,-1.525664650569292
93,0.93,-1.4202012474614367,-1.525526584898233
94,0.9400000000000001,-1.4185698990916185,-1.5273736637541357
95,0.9500000000000001,-1.412834423377402,-1.5281530876578728
96,0.96,-1.4169298146763958,-1.528024374001466
97,0.97,-1.4193364154446515,-1.5301342686395254
98,0.98,-1.4195088155915672,-1.53024650831901
99,0.99,-1.4147702397269657,-1.530945815740955
100,1.0,-1.4177524479694537,-1.534349782903324
101,1.01,-1.4168035495965206,-1.5333870570257713
102,1.02,-1.417674655714255,-1.536925360111298
103,1.03,-1.4096823110106325,-1.536200512009957
104,1.04,-1.4116182260093944,-1.5360682204979708
105,1.05,-1.41464619304165,-1.5395123363307848
106,1.06,-1.4172705425711891,-1.5391865009283485
107,1.07,-1.4152754507208523,-1.5390898361677785
108,1.08,-1.4162236423281576,-1.539687147168241
109,1.09,-1.4234877056781436,-1.5397020382274684
110,1.1,-1.420564960880159,-1.5432803386693776
111,1.11,-1.4161592394617846,-1.545904716698772
112,1.12,-1.420766919159765,-1.5427941617741292
113,1.1300000000000001,-1.4120977127968275,-1.5452129997643316
114,1.1400000000000001,-1.408689679883274,-1.5474060942149
115,1.1500000000000001,-1.4217042418708414,-1.5456041622063992
116,1.16,-1.418377284175843,-1.5471051936260902
117,1.17,-1.4171477342194745,-1.548314689505183
118,1.18,-1.41487197019738,-1.5489522502427893
119,1.19,-1.414518913551051,-1.5528227486859487
120,1.2,-1.4185996553037075,-1.5534027111048248
121,1.21,-1.4191318551416383,-1.5510110389367011
122,1.22,-1.415266189232561,-1.5547613628775991
123,1.23,-1.4136999385217563,-1.553982123417485
124,1.24,-1.4141753056627828,-1.5592809123315055
125,1.25,-1.4170061083658338,-1.5564978987339015
126,1.26,-1.4217313176610036,-1.5572741688346732
127,1.27,-1.4170521690072664,-1.562507114671402
128,1.28,-1.4267828092996049,-1.557250666770328
129,1.29,-1.419207761932323,-1.56218992984071
130,1.3,-1.42315025875469,-1.5622403404578644
131,1.31,-1.4204506550526883,-1.5638533623891266
132,1.32,-1.4144936783487176,-1.5653445982084784
133,1.33,-1.4221533465429104,-1.5669502988284292
134,1.34,-1.4162051540888774,-1.5639280282328993
135,1.35,-1.4243008754308055,-1.5648596488912625
136,1.36,-1.4122489728748813,-1.5688603635961553
137,1.37,-1.4173535975307425,-1.5655836087923682
138,1.3800000000000001,-1.4152984730867508,-1.5702710084184264
139,1.3900000000000001,-1.41899475562794,-1.5707971434960104
140,1.4000000000000001,-1.414319764909467,-1.5711126332716907
141,1.41,-1.4212192278388516,-1.5741088506541983
142,1.42,-1.417411964465067,-1.5716058626104188
143,1.43,-1.4218901600844815,-1.573859545768541
144,1.44,-1.4177511698596994,-1.5764693803892094
145,1.45,-1.4045169002284614,-1.5803496522164096
146,1.46,-1.4140886212906456,-1.5783113408738574
147,1.47,-1.411052708737233,-1.5782807689391989
148,1.48,-1.4198964276620902,-1.5813628492811362
149,1.49,-1.4172319492000096,-1.5808159289008645
150,1.5,-1.421044106640992,-1.582345599542692
151,1.51,-1.4178487672880704,-1.5834633678485486
152,1.52,-1.4177082993671932,-1.5818524658943156
153,1.53,-1.4188812729523432,-1.581884642148609
154,1.54,-1.4208416901672507,-1.5827143016701168
155,1.55,-1.419886221009526,-1.5847871293963685
156,1.56,-1.4112241615475607,-1.586240720484208
157,1.57,-1.4178302797817566,-1.5920225172178848
158,1.58,-1.4138413191722383,-1.591485319332514
159,1.59,-1.423254574544514,-1.5916068706440583
160,1.6,-1.4171597726456135,-1.5927282163461798
161,1.61,-1.4141016891132607,-1.595373753775088
162,1.62,-1.4135173005098214,-1.5906652692664458
163,1.6300000000000001,-1.4172870071389503,-1.5958485308895243
164,1.6400000000000001,-1.4160536776416892,-1.5984149890424855
165,1.6500000000000001,-1.412519736931149,-1.5975857481459748
166,1.6600000000000001,-1.4221283584820728,-1.59754610967262
167,1.67,-1.4074866042629466,-1.5980879244058976
168,1.68,-1.4145764074163478,-1.6005975488629502
169,1.69,-1.4197238932370146,-1.60208571105467
170,1.7,-1.4198160748714095,-1.602390689197017
171,1.71,-1.4176893967270197,-1.6028487768808763
172,1.72,-1.4173356260753736,-1.6055799718382455
173,1.73,-1.4145084729171182,-1.6065503924270474
174,1.74,-1.42420749994986,-1.6079754331026914
175,1.75,-1.4206551488131551,-1.605591400592815
176,1.76,-1.4158629873892736,-1.6069963360477266
177,1.77,-1.4191476936785248,-1.6065218702007915
178,1.78,-1.4150485806413127,-1.6089476507790441
179,1.79,-1.4110728492818976,-1.6131226839660924
180,1.8,-1.410996204198573,-1.6100930943133704
181,1.81,-1.4175357899055088,-1.6104371753705875
182,1.82,-1.4166627709349335,-1.6137149420023484
183,1.83,-1.4112622214896255,-1.6128027128352604
184,1.84,-1.417364514656747,-1.6148455772973276
185,1.85,-1.4164706003945142,-1.6138107813244416
186,1.86,-1.4260197302595996,-1.6188108247575972
187,1.87,-1.411301187770259,-1.6166106906673388
188,1.8800000000000001,-1.4130120943629132,-1.6226252017996865
189,1.8900000000000001,-1.4127578500696296,-1.6202989700007453
190,1.9000000000000001,-1.4146410946318664,-1.6230665817352217
191,1.9100000000000001,-1.4155097409702444,-1.6222691094828925
192,1.92,-1.4237643722445046,-1.6230958163637015
193,1.93,-1.4154076448556565,-1.624451697516235
194,1.94,-1.4141284159317076,-1.6240350677677446
195,1.95,-1.4222606054606886,-1.626128952997764
196,1.96,-1.416725780300736,-1.6293972568266242
197,1.97,-1.4158670610014104,-1.6282430395245582
198,1.98,-1.4151143696906399,-1.628443844218042
199,1.99,-1.4152240459531558,-1.6295984817291271
200,2.0,-1.418583980372301,-1.631070737617394
201,2.0100000000000002,-1.4157203021422544,-1.6321205600721722
202,2.02,-1.415924851579144,-1.6335433396044747
203,2.0300000000000002,-1.4204585239216667,-1.6364530828784634
204,2.04,-1.418402129969625,-1.6339375014214814
205,2.05,-1.40977223286346,-1.6378820842182438
206,2.06,-1.4069835603796934,-1.6369202967958891
207,2.07,-1.4123157167555513,-1.6404965967006064
208,2.08,-1.4130734737692938,-1.6374348034880772
209,2.09,-1.411777351411574,-1.640934364761132
210,2.1,-1.4115366823931204,-1.6435639762939502
211,2.11,-1.4126085706639193,-1.6444764281786037
