,t,x,y
0,0.0,9.006981298552526,12.802796475597196
1,0.01,9.103735372705081,12.855694236541286
2,0.02,9.179070457603597,12.933726367991765
3,0.03,9.25404887290383,13.049464324129309
4,0.04,9.34073483033148,13.097392999283276
5,0.05,9.407920733808561,13.209444507981813
6,0.06,9.504899936956036,13.222958674342983
7,0.07,9.570903166421028,13.319927750896088
8,0.08,9.63992524024854,13.336566556443852
9,0.09,9.728132972043479,13.453718896307203
10,0.1,9.804607873243686,13.52972180717354
11,0.11,9.875418416638592,13.58095272167198
12,0.12,9.939449526085035,13.673178244230389
13,0.13,10.027329800043685,13.730434968952686
14,0.14,10.083677777460752,13.844679279548165
15,0.15,10.165533826257239,13.83428452173129
16,0.16,10.2334944790143,13.933434821330433
17,0.17,10.28817776372892,14.047231374929119
18,0.18,10.36728284880971,14.148581062367414
19,0.19,10.438249056366805,14.13042652850933
20,0.2,10.504098148458956,14.261442223795399
21,0.21,10.579986013746668,14.301754314978593
22,0.22,10.651437614221527,14.410705151899279
23,0.23,10.71742381246912,14.478227327034434
24,0.24,10.788836667378629,14.522875278724596
25,0.25,10.853510035859433,14.631583389618942
26,0.26,10.911250383284441,14.663546885062653
27,0.27,10.97705946394633,14.797518758424856
28,0.28,11.043977786969052,14.833317124372822
29,0.29,11.104010793860361,14.913751437097556
30,0.3,11.16049595595288,15.004174613736328
31,0.31,11.228767668940456,15.073873505592251
32,0.32,11.289746047758323,15.149376890210808
33,0.33,11.345801200047912,15.18156200755487
34,0.34,11.413798064160368,15.29439431390817
35,0.35000000000000003,11.463954656375313,15.36349842812598
36,0.36,11.522436688877555,15.49249881317665
37,0.37,11.579022125910264,15.512069403112356
38,0.38,11.652192835852693,15.606377669439892
39,0.39,11.70899624853669,15.587530378215888
40,0.4,11.752482605149707,15.698420674568188
41,0.41000000000000003,11.81588259246135,15.817104833874433
42,0.42,11.864248684534733,15.855962431025105
43,0.43,11.920527906811678,15.93752249892013
44,0.44,11.977244156636797,16.015382644444834
45,0.45,12.037222991422441,16.069994712638714
46,0.46,12.06593113224032,16.168917669435324
47,0.47000000000000003,12.138444232875067,16.229801097737333
48,0.48,12.195697914859265,16.310817365206628
49,0.49,12.240367034766814,16.393158476292736
50,0.5,12.297230906183172,16.443270610119125
51,0.51,12.333470556395191,16.531616974187504
52,0.52,12.38687547910058,16.565901812274223
53,0.53,12.432538005125357,16.712764771114205
54,0.54,12.49522839465124,16.76321057133798
55,0.55,12.52732902386616,16.872592488766315
56,0.56,12.60043579330992,16.89096693367463
57,0.5700000000000001,12.63075508436488,16.94174744941507
58,0.58,12.687367384311749,17.058574179908025
59,0.59,12.720394702663926,17.157123857061617
60,0.6,12.795283604529155,17.231003747135222
61,0.61,12.806372374071717,17.276955233698725
62,0.62,12.854896483947785,17.385923273513406
63,0.63,12.898395585024925,17.39618240583718
64,0.64,12.960554573631745,17.51182892754665
65,0.65,13.0009283427924,17.5724405679923
66,0.66,13.03439300991566,17.63399882438207
67,0.67,13.078245854446008,17.718575768923902
68,0.68,13.129287879091981,17.822834811811887
69,0.6900000000000001,13.159210576654292,17.871084118166863
70,0.7000000000000001,13.206285413198579,17.912151403938058
71,0.71,13.250410810666677,18.032623699543528
72,0.72,13.290293686224478,18.109156887431993
73,0.73,13.329919694374759,18.15959911124183
74,0.74,13.368073804994754,18.228179593890133
75,0.75,13.403072411008736,18.289643310661873
76,0.76,13.442504890694595,18.33191620954552
77,0.77,13.496019237367657,18.437505534113395
78,0.78,13.515421221910518,18.575387935014998
79,0.79,13.555978566001754,18.603156790301952
80,0.8,13.595459618628942,18.694245366598203
81,0.81,13.626769217597134,18.75616500231234
82,0.8200000000000001,13.661273742931785,18.7536506641148
83,0.8300000000000001,13.702820552390584,18.914141058231138
84,0.84,13.725789661244235,18.97160812787294
85,0.85,13.775462398901038,19.0312756853598
86,0.86,13.803439169676823,19.127218060877794
87,0.87,13.841982834905297,19.215319379090783
88,0.88,13.870003644305944,19.2835157454549
89,0.89,13.915033848117233,19.341421600133888
90,0.9,13.934665913862666,19.417811163168967
91,0.91,13.974047277249518,19.48941722750954
92,0.92,14.018409853607368,19.54080448383842
93,0.93,14.04163921703996,19.566800496856292
94,0.9400000000000001,14.086560419662723,19.687097581479435
95,0.9500000000000001,14.113793607204771,19.780674721023622
96,0.96,14.143740146549536,19.774909609728816
97,0.97,14.163614676616561,19.937472110817563
98,0.98,14.185831516055622,19.960230964442413
99,0.99,14.229872533496225,20.029507522220243
100,1.0,14.258080478584755,20.119342598646305
101,1.01,14.290278629460055,20.138282673656455
102,1.02,14.32223956153934,20.202945067884826
103,1.03,14.345937403876098,20.313605407487028
104,1.04,14.37416940106793,20.38236393224978
105,1.05,14.400149878463724,20.472408780531033
106,1.06,14.423767227176814,20.545232790415955
107,1.07,14.469378838502788,20.574180873393647
108,1.08,14.484468680078132,20.738843576201134
109,1.09,14.50811738045667,20.804903304977532
110,1.1,14.544021924446934,20.862096012105923
111,1.11,14.563943691023553,20.90922315260902
112,1.12,14.599199223053883,20.996855113331506
113,1.1300000000000001,14.615047298247747,21.095897121729603
114,1.1400000000000001,14.645409768554462,21.17859073499014
115,1.1500000000000001,14.671196842496288,21.21269983415458
116,1.16,14.692382545646872,21.288936007055646
117,1.17,14.716254670442463,21.28952629056306
118,1.18,14.73946624361542,21.4179876004201
119,1.19,14.771794614588218,21.482790399457812
120,1.2,14.79876259015469,21.475593794404094
121,1.21,14.81742894368815,21.644897544014658
122,1.22,14.851193592866323,21.634087262057974
123,1.23,14.845128589653903,21.747130235599396
124,1.24,14.878785304957455,21.801684031143875
125,1.25,14.907841184749154,21.87048637561619
126,1.26,14.914050193412015,22.003381616458004
127,1.27,14.940302664034146,22.033205893206826
128,1.28,14.960768551015017,22.052316545160018
129,1.29,14.980698095684044,22.20577251623862
130,1.3,15.00927607830106,22.27827888842714
131,1.31,15.027189416277043,22.346281050970973
132,1.32,15.0447645608261,22.409163117764386
133,1.33,15.061570534296134,22.449964330297924
134,1.34,15.07312079250278,22.5881907849496
135,1.35,15.10724138897238,22.56423382987832
136,1.36,15.125974008434973,22.675445386339874
137,1.37,15.141217536949446,22.720290103246814
138,1.3800000000000001,15.17343170213762,22.807699662218276
139,1.3900000000000001,15.179715321134681,22.883688374186153
140,1.4000000000000001,15.201283377020012,22.984407208770385
141,1.41,15.214725062984005,23.05139306919283
142,1.42,15.234398332969976,23.106881450939238
143,1.43,15.261714999233593,23.13763063328876
144,1.44,15.268101509821019,23.21118362915264
145,1.45,15.282254880396225,23.277968421500304
146,1.46,15.285031640850622,23.40278611261515
147,1.47,15.324945321684499,23.385742250489795
148,1.48,15.332946790159687,23.503585800648093
149,1.49,15.34697257431119,23.585891805596678
150,1.5,15.376678169761028,23.670650502292652
151,1.51,15.377895261395915,23.684126312650434
152,1.52,15.407395698497712,23.834742625239176
153,1.53,15.423485081455281,23.860852913141965
154,1.54,15.426519390223465,23.915349474490085
155,1.55,15.450460084966492,24.03736598481923
156,1.56,15.447995352320383,24.09661114860583
157,1.57,15.487289388094059,24.130257395853064
158,1.58,15.491260760852782,24.22524695103942
159,1.59,15.494363336843708,24.299063149122844
160,1.6,15.515271924478315,24.34030165071572
161,1.61,15.517123874585845,24.39102769180128
162,1.62,15.542689956184526,24.51510115175156
163,1.6300000000000001,15.544355885218348,24.548966573232004
164,1.6400000000000001,15.560698442265092,24.596336782497453
165,1.6500000000000001,15.592717654150269,24.728545197048504
166,1.6600000000000001,15.595135576776256,24.738761160325854
167,1.67,15.606533298279551,24.80971426468056
168,1.68,15.621740728798954,24.89277698810108
169,1.69,15.643738558933073,24.98125101221093
170,1.7,15.650663246333199,25.03482356196007
171,1.71,15.659263350920154,25.096409987165895
172,1.72,15.670766729257357,25.18215612609968
173,1.73,15.667315723786471,25.199914658497978
174,1.74,15.684986838917382,25.265294519474924
175,1.75,15.703149742664776,25.32195669108157
176,1.76,15.70975699365553,25.476314684354577
177,1.77,15.72553654993367,25.53583051065335
178,1.78,15.737628238710602,25.576228096636488
179,1.79,15.734191778891649,25.627973509335384
180,1.8,15.760387795608304,25.70842515945771
181,1.81,15.760613328878703,25.73010727561224
182,1.82,15.765700137841407,25.878034733439495
183,1.83,15.775189469105202,25.968729413749784
184,1.84,15.789187243256228,25.926123158250014
185,1.85,15.809905077314037,26.01654480038201
186,1.86,15.824952511071988,26.124613556766537
187,1.87,15.824995513721467,26.217772734620432
188,1.8800000000000001,15.826922156470806,26.25423020956839
189,1.8900000000000001,15.83367071647321,26.36500268118082
190,1.9000000000000001,15.841712898824309,26.407810118212954
191,1.9100000000000001,15.849185836015163,26.445818242809775
192,1.92,15.860757239540767,26.513247706416383
193,1.93,15.88415786293553,26.564472883829563
194,1.94,15.867373519609117,26.652260892870373
195,1.95,15.896178374510642,26.743252468728677
196,1.96,15.907441565626257,26.798760310963694
197,1.97,15.906900440907876,26.820278329193748
198,1.98,15.911749872965514,26.952751910344627
199,1.99,15.924306219095557,26.9708447242938
200,2.0,15.917810393687502,27.073021326346513
201,2.0100000000000002,15.944074126099549,27.10509416432685
202,2.02,15.936439761884309,27.206217248652393
203,2.0300000000000002,15.945157642100042,27.24530313693408
204,2.04,15.92931363560536,27.346255499726034
205,2.05,15.960210720762406,27.409519096068873
206,2.06,15.967917415790849,27.47479318346238
207,2.07,15.96755447544031,27.531299390113173
208,2.08,15.983479034903244,27.573835656260258
209,2.09,15.985349356043512,27.635346429417762
210,2.1,15.988164356172607,27.733189723421543
211,2.11,15.994828832007784,27.807804311243427
212,2.12,16.014415797685373,27.871403431784422
213,2.13,16.0124084617622,27.9745654666166
214,2.14,16.010350217687378,27.987541421744194
215,2.15,16.01425397450191,28.114424015578766
216,2.16,16.01776519101473,28.105461214416
217,2.17,16.033925228502632,28.17066021495829
218,2.18,16.032975248814225,28.28097135565812
219,2.19,16.02407335194182,28.326774152299215
220,2.2,16.032238776672507,28.336874328876
221,2.21,16.033391834496836,28.33852771157733
222,2.22,16.0365336342322,28.46461522734934
223,2.23,16.04882833345174,28.58975755850415
224,2.24,16.04856975491225,28.65318824553801
225,2.25,16.056786143190244,28.60562418254739
226,2.2600000000000002,16.066278150120034,28.772348935414417
227,2.27,16.05573859749872,28.81574069745064
228,2.2800000000000002,16.078072249629766,28.901008051571644
229,2.29,16.06908942942657,28.977724868812864
230,2.3000000000000003,16.08165237265018,29.016159968751055
231,2.31,16.083238736564983,29.08561881614306
232,2.32,16.08199853250842,29.17891204589048
