,t,x,y
0,0.0,-1.4005847692054698,-1.425312437004226
1,0.01,-1.4012836638694492,-1.4273623650682137
2,0.02,-1.3948152811267251,-1.4273629227209568
3,0.03,-1.406142879475756,-1.4287069366978966
4,0.04,-1.4047890103844105,-1.4306362226861362
5,0.05,-1.4019583662605326,-1.4316660844592324
6,0.06,-1.4028419319722945,-1.4316734444209505
7,0.07,-1.4070839165952433,-1.435102879469105
8,0.08,-1.4010829464972439,-1.4381491958935413
9,0.09,-1.4002248826554557,-1.4365474100819355
10,0.1,-1.4079581255661355,-1.4379810554889167
11,0.11,-1.397976004982176,-1.4366073381123876
12,0.12,-1.4016202273596359,-1.4384187098844319
13,0.13,-1.4069944485913628,-1.4423438797501937
14,0.14,-1.3994681964767381,-1.442252082433353
15,0.15,-1.3993569252888647,-1.4441834412705474
16,0.16,-1.4001690548633883,-1.448002671924291
17,0.17,-1.4064927680962371,-1.4465184955974635
18,0.18,-1.4100238753435463,-1.4473840798848223
19,0.19,-1.399802104272446,-1.4467137766483136
20,0.2,-1.4057209701146849,-1.4511796893852942
21,0.21,-1.4120951466048586,-1.4514367117937907
22,0.22,-1.4047163208530136,-1.4507148492613788
23,0.23,-1.411565035216698,-1.453537540664196
24,0.24,-1.4053155145273515,-1.452804077347884
25,0.25,-1.4054638925907401,-1.4563905840296814
26,0.26,-1.411371887494399,-1.456418785195012
27,0.27,-1.4011040796987502,-1.4587787108395045
28,0.28,-1.4121910147141916,-1.457024903552928
29,0.29,-1.4118101618833823,-1.4559187024105553
30,0.3,-1.4053179984650883,-1.4586722466527917
31,0.31,-1.4036970568659752,-1.4591720082696091
32,0.32,-1.4109882325594336,-1.4607615689358002
33,0.33,-1.4028675704565596,-1.4633110647119565
34,0.34,-1.4122810706229523,-1.4668517715511562
35,0.35000000000000003,-1.415144928415622,-1.4645134730800387
36,0.36,-1.4009312999818053,-1.4655520128264103
37,0.37,-1.403799862704399,-1.4694407520137065
38,0.38,-1.408475893593254,-1.4681169430882706
39,0.39,-1.4095253541605621,-1.4659503958327011
40,0.4,-1.4084755562485687,-1.4733344099731294
41,0.41000000000000003,-1.4165453200608602,-1.4698134908943383
42,0.42,-1.4111149702360648,-1.4712883210668188
43,0.43,-1.404978628724373,-1.4721217510120612
44,0.44,-1.409661221706481,-1.4775393611996224
45,0.45,-1.4057312895665313,-1.4771559932074576
46,0.46,-1.4066548071907852,-1.4770918716020964
47,0.47000000000000003,-1.4114734720910358,-1.4806536152465166
48,0.48,-1.4105172444245726,-1.4776075033452898
49,0.49,-1.4134510746216364,-1.4829026185465954
50,0.5,-1.4093841103747284,-1.4799503409681594
51,0.51,-1.4088099196042687,-1.4839520274094715
52,0.52,-1.421628304280039,-1.4826161859557383
53,0.53,-1.407907267784981,-1.4861557114137436
54,0.54,-1.4080353792340365,-1.4858542935720707
55,0.55,-1.408167777833715,-1.4858981083019085
56,0.56,-1.40761032183027,-1.4872166391021062
57,0.5700000000000001,-1.4127949580026182,-1.4892524536303853
58,0.58,-1.4166609188500647,-1.4907466905602373
59,0.59,-1.410266007311114,-1.488311741022653
60,0.6,-1.4212537260717617,-1.4918300648622913
61,0.61,-1.4161742814759424,-1.49389656732318
62,0.62,-1.4141155109724557,-1.4916722423396989
63,0.63,-1.4168450313872565,-1.4962267455469134
64,0.64,-1.4124586550031153,-1.4955298900898213
65,0.65,-1.405982944577393,-1.4957235760897145
66,0.66,-1.411471967908798,-1.5009485302055083
67,0.67,-1.4092763541401792,-1.4996064338209545
68,0.68,-1.412342804400554,-1.5017361284103286
69,0.6900000000000001,-1.4221873786116468,-1.501018348607212
70,0.7000000000000001,-1.4075017686266595,-1.5031844344312768
71,0.71,-1.419487552207238,-1.5051193454567335
72,0.72,-1.413660496855499,-1.5023638034989941
73,0.73,-1.4101311994647248,-1.5065984145087767
74,0.74,-1.4137076051333703,-1.5045076996005267
75,0.75,-1.4184549671645705,-1.505634311636291
76,0.76,-1.4117225028546418,-1.505244652077196
77,0.77,-1.4117851730148454,-1.5084669534486161
78,0.78,-1.4146450619110704,-1.5126164872509515
79,0.79,-1.4144036436326026,-1.509182296543657
80,0.8,-1.4137219078407355,-1.5112672160116538
81,0.81,-1.4183067469522745,-1.5123918740038942
82,0.8200000000000001,-1.4122085633202623,-1.5120204795194887
83,0.8300000000000001,-1.4123237604329444,-1.5141389171672226
84,0.84,-1.4177091742448544,-1.5153884465369034
85,0.85,-1.4093858368492913,-1.5202653681403187
86,0.86,-1.411189437450612,-1.5166475826453079
87,0.87,-1.4163914868653764,-1.5195794461308316
88,0.88,-1.4119192836446948,-1.5225150313779219
89,0.89,-1.4208347537947332,-1.5220354945383656
90,0.9,-1.419136367146721,-1.5227545469074557
91,0.91,-1.4149840974614696,-1.5210545696244073
92,0.92,-1.415885862083846,-1.526195136634205
93,0.93,-1.4155922380202632,-1.5257521790504203
94,0.9400000000000001,-1.4128388136589984,-1.5255854421278332
95,0.9500000000000001,-1.4179164646625377,-1.5283975206449931
96,0.96,-1.4218438239757454,-1.52654377206183
97,0.97,-1.4105409903953756,-1.5295233680434421
98,0.98,-1.4196057380641864,-1.530587657469636
99,0.99,-1.4117029982549336,-1.5337687445988961
100,1.0,-1.4122292557796068,-1.5298207026275212
101,1.01,-1.4123110610999237,-1.531635676244176
102,1.02,-1.4179759384775776,-1.5352223081462901
103,1.03,-1.4124508136770035,-1.5365075376431647
104,1.04,-1.415157691517295,-1.5348078701328047
105,1.05,-1.4097965599981481,-1.5381896721406054
106,1.06,-1.4100109354191697,-1.5391124538246774
107,1.07,-1.4177596878389829,-1.5404205163237599
108,1.08,-1.4173650595742289,-1.5403378662189056
109,1.09,-1.4169248228060285,-1.5417840974036086
110,1.1,-1.4152425736922671,-1.5447091242152349
111,1.11,-1.4170508651470364,-1.5422507521175415
112,1.12,-1.421446790963236,-1.5447479804732163
113,1.1300000000000001,-1.4131483609764883,-1.5454503288177366
114,1.1400000000000001,-1.4178952760355128,-1.544623280595104
115,1.1500000000000001,-1.416961645619601,-1.545560000040606
116,1.16,-1.4205089596446798,-1.5483127564228911
117,1.17,-1.4133708662498532,-1.5493575940704376
118,1.18,-1.4222608267427308,-1.5504291815986615
119,1.19,-1.4143064861847816,-1.5511852590276343
120,1.2,-1.4204184653867207,-1.553292125397314
121,1.21,-1.416756794183684,-1.5508808570691708
122,1.22,-1.4131774354015427,-1.5529425947315822
123,1.23,-1.4157731320681042,-1.5575513722045
124,1.24,-1.4146831623956915,-1.5558874273122842
125,1.25,-1.4129943242589385,-1.5560803275212727
126,1.26,-1.414162094745085,-1.5568713358492763
127,1.27,-1.413700163507388,-1.5608512959238945
128,1.28,-1.42168417161817,-1.5597987268097389
129,1.29,-1.4206816243795968,-1.5590657755966983
130,1.3,-1.4219459695970669,-1.5595424414606665
131,1.31,-1.4138756486134347,-1.5613808479026954
132,1.32,-1.4186948419711432,-1.565477684836894
133,1.33,-1.420754885145117,-1.5671687810412593
134,1.34,-1.417260431443867,-1.5655139031034249
135,1.35,-1.420911900351476,-1.5668287176160067
136,1.36,-1.4188759492774154,-1.5683165304251525
137,1.37,-1.426516723223078,-1.568033945847441
138,1.3800000000000001,-1.4152720170836368,-1.5704555290240727
139,1.3900000000000001,-1.4172186077489883,-1.5694519774815525
140,1.4000000000000001,-1.4208222716202916,-1.571643453960513
141,1.41,-1.413834451632952,-1.5702389733911064
142,1.42,-1.4148757767722289,-1.5742920556384141
143,1.43,-1.4162071458499947,-1.5735164666066725
144,1.44,-1.4153648036836697,-1.57435948836386
145,1.45,-1.415026518905914,-1.5762516251804313
146,1.46,-1.4175413437958009,-1.5800525523792608
147,1.47,-1.4172288011894028,-1.5803352772288597
148,1.48,-1.4168089055442215,-1.580987704391184
149,1.49,-1.4197772286760202,-1.5789973160641482
150,1.5,-1.4128093608345442,-1.5813818875792764
151,1.51,-1.4252677286516209,-1.5835008354959494
152,1.52,-1.4161542287521867,-1.5852885998622832
153,1.53,-1.412166374095581,-1.5837769610243808
154,1.54,-1.4209963902296698,-1.5876007818347826
155,1.55,-1.4093920399157855,-1.5873754021725919
156,1.56,-1.4172362723448786,-1.5864866841618894
157,1.57,-1.416495699909093,-1.5889446022639186
158,1.58,-1.414353790448538,-1.5888051672569572
159,1.59,-1.420406087439093,-1.58959468192155
160,1.6,-1.4192748916097306,-1.5940899284915553
161,1.61,-1.417261503777968,-1.5925431383199524
162,1.62,-1.4178752913389925,-1.5956938460686336
163,1.6300000000000001,-1.411148798953231,-1.5925757492344499
164,1.6400000000000001,-1.416203931130641,-1.5928486512926823
165,1.6500000000000001,-1.4118649478147796,-1.5965435317350343
166,1.6600000000000001,-1.4155798735335972,-1.6006157188160604
167,1.67,-1.4113492599062982,-1.5992830168080325
168,1.68,-1.4184636986607357,-1.6004843013622974
169,1.69,-1.4131785307000908,-1.5998573446327027
170,1.7,-1.4169475540434684,-1.6037894986641676
171,1.71,-1.4167535086252048,-1.6011333974697926
172,1.72,-1.4197444649819468,-1.6048129326349143
173,1.73,-1.418390688556191,-1.6019275287828612
